Found total 1983 regions
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11967,2014-02-04,A,1490,88,Fkc,&beta;&gamma;&delta;,9,5,0,14,
11967,2014-02-05,A,1580,73,Fkc,&beta;&gamma;&delta;,5,1,0,6,
11967,2014-02-06,A,1500,82,Fkc,&beta;&gamma;&delta;,3,1,0,4,
11967,2014-02-07,A,1570,51,Fkc,&beta;&gamma;&delta;,4,1,0,5,
11967,2014-02-08,A,1260,52,Fkc,&beta;&gamma;&delta;,5,0,0,5,
11967,2014-02-09,A,830,19,Fkc,&beta;&gamma;&delta;,2,0,0,2,
11967,2014-02-10,A,630,9,Ekc,&beta;&gamma;&delta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11968,2014-01-26,,,,,,1,0,0,1,
11968,2014-01-27,,,,,,2,0,0,2,
11968,2014-01-28,A,60,1,Dso,&beta;,0,0,0,0,
11968,2014-01-29,A,100,5,Eao,&beta;,1,0,0,1,
11968,2014-01-30,A,210,11,Eao,&beta;,0,0,0,0,
11968,2014-01-31,A,160,12,Eao,&beta;&gamma;,0,1,0,1,
11968,2014-02-01,A,210,18,Eai,&beta;&gamma;,1,0,0,1,
11968,2014-02-02,A,220,28,Eai,&beta;&gamma;,6,3,0,9,
11968,2014-02-03,A,300,35,Ekc,&beta;&gamma;,3,0,0,3,
11968,2014-02-04,A,320,33,Ekc,&beta;&gamma;,3,0,0,3,
11968,2014-02-05,A,330,49,Ekc,&beta;&gamma;,4,0,0,4,
11968,2014-02-06,A,430,49,Ekc,&beta;&gamma;,4,0,0,4,
11968,2014-02-07,A,740,57,Ekc,&beta;&gamma;,1,1,0,2,
11968,2014-02-08,A,620,56,Ekc,&beta;&gamma;,1,0,0,1,
11968,2014-02-09,A,450,34,Ekc,&beta;&gamma;,0,0,0,0,
11968,2014-02-10,A,390,16,Ekc,&beta;&gamma;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11969,2014-02-02,A,10,3,Bxo,&beta;,0,0,0,0,
11969,2014-02-03,P,,0,,,0,0,0,0,
11969,2014-02-04,A,30,3,Dro,&beta;,0,0,0,0,
11969,2014-02-05,A,30,4,Dro,&beta;,0,0,0,0,
11969,2014-02-06,A,10,2,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11970,2014-02-03,A,80,4,Dao,&beta;,0,0,0,0,
11970,2014-02-04,A,30,4,Dro,&beta;,0,0,0,0,
11970,2014-02-05,A,20,4,Cro,&beta;,0,0,0,0,
11970,2014-02-06,A,20,6,Cro,&beta;,0,0,0,0,
11970,2014-02-07,A,10,4,Axx,&alpha;,0,0,0,0,
11970,2014-02-08,A,10,1,Axx,&alpha;,0,0,0,0,
11970,2014-02-09,P,,0,,,0,0,0,0,
11970,2014-02-10,P,,0,,,0,0,0,0,
11970,2014-02-11,P,,0,,,0,0,0,0,
11970,2014-02-12,P,,0,,,0,0,0,0,
11970,2014-02-13,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11971,2014-02-05,A,10,3,Bxo,&beta;,0,0,0,0,
11971,2014-02-06,A,50,11,Cso,&beta;,0,0,0,0,
11971,2014-02-07,A,100,20,Dso,&beta;,0,0,0,0,
11971,2014-02-08,A,80,19,Dso,&beta;,0,0,0,0,
11971,2014-02-09,A,70,12,Dao,&beta;,0,0,0,0,
11971,2014-02-10,A,70,12,Cao,&beta;,0,0,0,0,
11971,2014-02-11,A,40,4,Cao,&beta;,0,0,0,0,
11971,2014-02-12,A,10,2,Axx,&alpha;,1,0,0,1,
11971,2014-02-13,A,30,3,Cso,&beta;,0,0,0,0,
11971,2014-02-14,A,40,3,Cso,&beta;,1,0,0,1,
11971,2014-02-15,A,30,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11972,2014-02-06,A,0,1,Axx,&alpha;,1,0,0,1,
11972,2014-02-07,A,10,2,Bxo,&beta;,0,0,0,0,
11972,2014-02-08,A,30,6,Cso,&beta;,0,0,0,0,
11972,2014-02-09,P,,0,,,0,0,0,0,
11972,2014-02-10,P,,0,,,2,0,0,2,
11972,2014-02-11,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11973,2014-02-06,A,30,2,Cro,&beta;,0,0,0,0,
11973,2014-02-07,A,30,6,Cro,&beta;,0,0,0,0,
11973,2014-02-08,A,60,11,Dso,&beta;,0,0,0,0,
11973,2014-02-09,A,100,9,Dso,&beta;,0,0,0,0,
11973,2014-02-10,A,130,13,Dso,&beta;,1,0,0,1,
11973,2014-02-11,A,100,12,Cao,&beta;,0,0,0,0,
11973,2014-02-12,A,50,13,Cao,&beta;,0,0,0,0,
11973,2014-02-13,A,40,7,Cso,&beta;,0,0,0,0,
11973,2014-02-14,A,30,4,Cso,&beta;,0,0,0,0,
11973,2014-02-15,A,20,1,Hax,&alpha;,2,0,0,2,
11973,2014-02-16,A,10,1,Axx,&alpha;,1,0,0,1,
11973,2014-02-17,A,10,2,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11974,2014-02-05,,,,,,1,0,0,1,
11974,2014-02-06,A,40,1,Hsx,&alpha;,0,0,0,0,
11974,2014-02-07,A,170,13,Dso,&beta;,0,0,0,0,
11974,2014-02-08,A,210,26,Esc,&beta;&gamma;,0,0,0,0,
11974,2014-02-09,A,200,33,Esi,&beta;&gamma;,1,0,0,1,
11974,2014-02-10,A,220,34,Esi,&beta;&gamma;,3,0,0,3,
11974,2014-02-11,A,220,25,Fsi,&beta;&gamma;,7,2,0,9,
11974,2014-02-12,A,320,42,Fsc,&beta;&gamma;&delta;,4,3,0,7,
11974,2014-02-13,A,460,65,Fkc,&beta;&gamma;&delta;,9,5,0,14,
11974,2014-02-14,A,780,47,Fkc,&beta;&gamma;&delta;,10,4,0,14,
11974,2014-02-15,A,990,89,Fkc,&beta;&gamma;&delta;,3,0,0,3,
11974,2014-02-16,A,760,47,Fkc,&beta;&gamma;&delta;,3,0,0,3,
11974,2014-02-17,A,760,47,Fkc,&beta;&gamma;&delta;,0,0,0,0,
11974,2014-02-18,A,590,11,Fkc,&beta;&gamma;&delta;,0,0,0,0,
11974,2014-02-19,A,480,10,Ekc,&beta;&gamma;,1,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11975,2014-02-08,,,,,,2,0,0,2,
11975,2014-02-09,A,40,6,Cso,&beta;,1,0,0,1,
11975,2014-02-10,A,80,17,Dac,&beta;&gamma;,0,0,0,0,
11975,2014-02-11,A,110,9,Dai,&beta;,0,0,0,0,
11975,2014-02-12,A,90,5,Eso,&beta;,0,0,0,0,
11975,2014-02-13,A,50,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11976,2014-02-09,A,80,3,Dao,&beta;,0,0,0,0,
11976,2014-02-10,A,240,9,Eac,&beta;&gamma;,0,0,0,0,
11976,2014-02-11,A,390,11,Eki,&beta;&gamma;,0,0,0,0,
11976,2014-02-12,A,310,10,Eki,&beta;&gamma;,0,0,0,0,
11976,2014-02-13,A,340,13,Eko,&beta;&gamma;,0,0,0,0,
11976,2014-02-14,A,370,15,Fki,&beta;&gamma;,0,0,0,0,
11976,2014-02-15,A,210,5,Dso,&beta;,0,0,0,0,
11976,2014-02-16,A,230,6,Dso,&beta;,0,0,0,0,
11976,2014-02-17,A,230,6,Cso,&beta;,0,0,0,0,
11976,2014-02-18,A,220,1,Hsx,&alpha;,2,0,0,2,
11976,2014-02-19,A,270,3,Cho,&beta;,2,0,0,2,
11976,2014-02-20,A,180,5,Hax,&alpha;,0,1,0,1,
11976,2014-02-21,A,130,3,Hax,&alpha;,0,0,0,0,
11976,2014-02-22,A,60,1,Hax,&alpha;,1,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11977,2014-02-11,A,80,1,Hsx,&alpha;,0,0,0,0,
11977,2014-02-12,A,270,4,Eao,&beta;,0,0,0,0,
11977,2014-02-13,A,290,9,Eko,&beta;,0,0,0,0,
11977,2014-02-14,A,460,16,Ekc,&beta;&gamma;,0,0,0,0,
11977,2014-02-15,A,410,21,Ekc,&beta;&gamma;,0,0,0,0,
11977,2014-02-16,A,320,30,Ekc,&beta;&gamma;,5,1,0,6,
11977,2014-02-17,A,320,30,Ekc,&beta;&gamma;,2,0,0,2,
11977,2014-02-18,A,120,22,Eac,&beta;&gamma;,0,0,0,0,
11977,2014-02-19,A,110,25,Eai,&beta;,0,0,0,0,
11977,2014-02-20,A,90,18,Cai,&beta;,0,0,0,0,
11977,2014-02-21,A,40,7,Cai,&beta;,1,0,0,1,
11977,2014-02-22,A,20,5,Cro,&beta;,0,0,0,0,
11977,2014-02-23,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11978,2014-02-12,A,50,5,Dso,&beta;,0,0,0,0,
11978,2014-02-13,A,40,7,Dao,&beta;,0,0,0,0,
11978,2014-02-14,A,30,12,Dao,&beta;,0,0,0,0,
11978,2014-02-15,A,10,5,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11979,2014-02-13,A,10,2,Bxo,&beta;,0,0,0,0,
11979,2014-02-14,P,,0,,,0,0,0,0,
11979,2014-02-15,P,,0,,,1,0,0,1,
11979,2014-02-16,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11980,2014-02-15,A,115,4,Dao,&beta;,0,0,0,0,
11980,2014-02-16,A,90,1,Hsx,&alpha;,0,0,0,0,
11980,2014-02-17,A,90,2,Hax,&alpha;,1,0,0,1,
11980,2014-02-18,A,30,1,Hax,&alpha;,0,0,0,0,
11980,2014-02-19,A,10,1,Hrx,&alpha;,0,0,0,0,
11980,2014-02-20,P,,0,,,0,0,0,0,
11980,2014-02-21,P,,0,,,2,0,0,2,
11980,2014-02-22,P,,0,,,1,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11981,2014-02-18,A,50,2,Dao,&beta;,0,0,0,0,
11981,2014-02-19,A,110,5,Dso,&beta;,0,0,0,0,
11981,2014-02-20,A,140,13,Dai,&beta;,0,0,0,0,
11981,2014-02-21,A,190,20,Dsi,&beta;,0,0,0,0,
11981,2014-02-22,A,190,19,Dai,&beta;,0,0,0,0,
11981,2014-02-23,A,240,17,Eai,&beta;,0,0,0,0,
11981,2014-02-24,A,220,27,Eai,&beta;,1,0,0,1,
11981,2014-02-25,A,200,34,Eai,&beta;,0,0,0,0,
11981,2014-02-26,A,110,14,Eai,&beta;,1,0,0,1,
11981,2014-02-27,A,100,13,Eai,&beta;,1,0,0,1,
11981,2014-02-28,A,40,7,Eao,&beta;,2,0,0,2,
11981,2014-03-01,A,20,5,Cao,&beta;,0,0,0,0,
11981,2014-03-02,,,,,,1,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11982,2014-02-17,,,,,,4,0,0,4,
11982,2014-02-18,A,80,4,Dai,&beta;,3,0,0,3,
11982,2014-02-19,A,280,7,Dki,&beta;&gamma;,3,0,0,3,
11982,2014-02-20,A,500,20,Dki,&beta;&gamma;,2,0,0,2,
11982,2014-02-21,A,490,35,Dkc,&beta;&gamma;,0,0,0,0,
11982,2014-02-22,A,520,38,Dkc,&beta;&gamma;,2,0,0,2,
11982,2014-02-23,A,560,57,Dkc,&beta;&gamma;,2,0,0,2,
11982,2014-02-24,A,570,69,Ekc,&beta;&gamma;,3,1,0,4,
11982,2014-02-25,A,450,68,Ekc,&beta;&gamma;,0,0,0,0,
11982,2014-02-26,A,330,43,Esc,&beta;&gamma;,3,1,0,4,
11982,2014-02-27,A,320,33,Esc,&beta;&gamma;,1,0,0,1,
11982,2014-02-28,A,170,32,Eac,&beta;&gamma;,2,0,0,2,
11982,2014-03-01,A,160,20,Eac,&beta;&gamma;,1,1,0,2,
11982,2014-03-02,A,50,3,Cao,&beta;,3,0,0,3,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11983,2014-02-19,A,10,1,Axx,&alpha;,0,0,0,0,
11983,2014-02-20,P,,0,,,0,0,0,0,
11983,2014-02-21,P,,0,,,0,0,0,0,
11983,2014-02-22,P,,0,,,0,0,0,0,
11983,2014-02-23,A,10,3,Bxo,&beta;,0,0,0,0,
11983,2014-02-24,A,10,2,Axx,&alpha;,0,0,0,0,
11983,2014-02-25,P,,0,,,0,0,0,0,
11983,2014-02-26,P,,0,,,0,0,0,0,
11983,2014-02-27,P,,0,,,0,0,0,0,
11983,2014-02-28,P,,0,,,1,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11984,2014-02-19,A,30,2,Cso,&beta;,0,0,0,0,
11984,2014-02-20,A,20,4,Cro,&beta;,0,0,0,0,
11984,2014-02-21,A,10,2,Bxo,&beta;,0,0,0,0,
11984,2014-02-22,A,10,2,Bxo,&beta;,0,0,0,0,
11984,2014-02-23,P,,0,,,1,0,0,1,
11984,2014-02-24,P,,0,,,0,0,0,0,
11984,2014-02-25,P,,0,,,1,0,0,1,
11984,2014-02-26,A,20,2,Hrx,&alpha;,1,0,0,1,
11984,2014-02-27,A,60,8,Cao,&beta;,1,0,0,1,
11984,2014-02-28,A,80,9,Dao,&beta;,2,0,0,2,
11984,2014-03-01,A,30,5,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11985,2014-02-20,A,10,3,Bxo,&beta;,0,0,0,0,
11985,2014-02-21,A,10,1,Axx,&alpha;,0,0,0,0,
11985,2014-02-22,A,10,2,Bxo,&beta;,0,0,0,0,
11985,2014-02-23,A,10,2,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11986,2014-02-19,,,,,,1,0,0,1,
11986,2014-02-20,,,,,,0,0,0,0,
11986,2014-02-21,A,10,2,Bxo,&beta;,0,0,0,0,
11986,2014-02-22,A,30,4,Cao,&beta;,0,0,0,0,
11986,2014-02-23,A,30,8,Cri,&beta;,0,0,0,0,
11986,2014-02-24,A,40,13,Cao,&beta;,0,0,0,0,
11986,2014-02-25,A,30,19,Cro,&beta;,2,0,0,2,
11986,2014-02-26,A,40,10,Cro,&beta;,0,0,0,0,
11986,2014-02-27,A,10,13,Bxo,&beta;,2,0,0,2,
11986,2014-02-28,A,30,11,Cro,&beta;,0,0,0,0,
11986,2014-03-01,A,10,8,Bxo,&beta;,0,0,0,0,
11986,2014-03-02,P,,0,,,1,1,0,2,
11986,2014-03-03,P,,0,,,3,0,0,3,
11986,2014-03-04,P,,0,,,2,0,0,2,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11987,2014-02-21,,,,,,2,0,0,2,
11987,2014-02-22,A,30,1,Hax,&alpha;,0,0,0,0,
11987,2014-02-23,A,150,8,Dao,&beta;&gamma;,0,0,0,0,
11987,2014-02-24,A,240,13,Dao,&beta;&gamma;,0,0,0,0,
11987,2014-02-25,A,230,15,Dai,&beta;&gamma;,0,0,0,0,
11987,2014-02-26,A,170,9,Dai,&beta;&gamma;,0,0,0,0,
11987,2014-02-27,A,190,14,Dai,&beta;,0,0,0,0,
11987,2014-02-28,A,180,16,Dsi,&beta;&gamma;,0,0,0,0,
11987,2014-03-01,A,150,29,Esi,&beta;,0,0,0,0,
11987,2014-03-02,A,160,16,Esi,&beta;,1,0,0,1,
11987,2014-03-03,A,110,9,Esi,&beta;,0,0,0,0,
11987,2014-03-04,A,130,10,Cso,&beta;,0,0,0,0,
11987,2014-03-05,A,40,1,Hsx,&alpha;,0,0,0,0,
11987,2014-03-06,A,60,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11988,2014-02-23,A,10,3,Bxo,&beta;,0,0,0,0,
11988,2014-02-24,P,,0,,,0,0,0,0,
11988,2014-02-25,P,,0,,,0,0,0,0,
11988,2014-02-26,P,,0,,,0,0,0,0,
11988,2014-02-27,P,,0,,,1,0,0,1,
11988,2014-02-28,A,60,10,Dao,&beta;,0,0,0,0,
11988,2014-03-01,A,170,13,Dao,&beta;,0,0,0,0,
11988,2014-03-02,A,120,7,Dao,&beta;,0,0,0,0,
11988,2014-03-03,A,80,4,Dao,&beta;,0,0,0,0,
11988,2014-03-04,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11989,2014-02-21,,,,,,1,0,0,1,
11989,2014-02-22,,,,,,0,0,0,0,
11989,2014-02-23,,,,,,2,0,0,2,
11989,2014-02-24,A,30,1,Hax,&alpha;,1,0,0,1,
11989,2014-02-25,A,90,7,Cao,&beta;,1,0,0,1,
11989,2014-02-26,A,60,7,Cao,&beta;,0,0,0,0,
11989,2014-02-27,A,30,2,Dao,&beta;,0,0,0,0,
11989,2014-02-28,A,20,3,Hrx,&alpha;,0,0,0,0,
11989,2014-03-01,A,10,5,Bxo,&beta;,0,0,0,0,
11989,2014-03-02,A,10,7,Bxo,&beta;,0,0,0,0,
11989,2014-03-03,A,10,3,Bxo,&beta;,3,1,0,4,
11989,2014-03-04,A,60,9,Cao,&beta;,1,0,0,1,
11989,2014-03-05,A,70,8,Cso,&beta;,0,0,0,0,
11989,2014-03-06,A,30,3,Bxo,&beta;,0,0,0,0,
11989,2014-03-07,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11990,2014-02-23,,,,,,4,1,0,5,
11990,2014-02-24,,,,,,4,1,0,5,
11990,2014-02-25,A,250,2,Hkx,&alpha;,0,0,1,1,
11990,2014-02-26,A,180,2,Hkx,&alpha;,0,0,0,0,
11990,2014-02-27,A,210,3,Dkc,&beta;&delta;,1,0,0,1,
11990,2014-02-28,A,250,7,Dkc,&beta;&delta;,0,0,0,0,
11990,2014-03-01,A,250,4,Dkc,&beta;&delta;,0,0,0,0,
11990,2014-03-02,A,210,9,Dac,&beta;&delta;,0,0,0,0,
11990,2014-03-03,A,190,5,Dac,&beta;&delta;,0,0,0,0,
11990,2014-03-04,A,210,7,Dac,&beta;,0,0,0,0,
11990,2014-03-05,A,190,6,Cso,&beta;,2,0,0,2,
11990,2014-03-06,A,190,4,Dso,&beta;,0,0,0,0,
11990,2014-03-07,A,180,11,Dso,&beta;,0,0,0,0,
11990,2014-03-08,A,200,9,Cso,&beta;,0,0,0,0,
11990,2014-03-09,A,110,2,Hsx,&alpha;,0,0,0,0,
11990,2014-03-10,A,60,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11991,2014-02-27,A,120,4,Dso,&beta;,6,0,0,6,
11991,2014-02-28,A,280,11,Dko,&beta;,0,1,0,1,
11991,2014-03-01,A,320,18,Eko,&beta;&gamma;,0,0,0,0,
11991,2014-03-02,A,290,10,Eko,&beta;&gamma;,1,0,0,1,
11991,2014-03-03,A,370,13,Eki,&beta;&gamma;,2,0,0,2,
11991,2014-03-04,A,330,33,Eki,&beta;&gamma;,5,0,0,5,
11991,2014-03-05,A,240,25,Eac,&beta;&gamma;&delta;,3,1,0,4,
11991,2014-03-06,A,240,24,Eac,&beta;,0,0,0,0,
11991,2014-03-07,A,110,19,Eso,&beta;,0,0,0,0,
11991,2014-03-08,A,90,7,Eao,&beta;,1,0,0,1,
11991,2014-03-09,A,40,5,Cao,&beta;,0,0,0,0,
11991,2014-03-10,P,,0,,,0,0,0,0,
11991,2014-03-11,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11992,2014-02-27,A,10,3,Cro,&beta;,0,0,0,0,
11992,2014-02-28,A,30,4,Dao,&beta;,0,0,0,0,
11992,2014-03-01,A,30,7,Cao,&beta;,0,0,0,0,
11992,2014-03-02,A,20,1,Hsx,&alpha;,0,0,0,0,
11992,2014-03-03,A,10,1,Hrx,&alpha;,0,0,0,0,
11992,2014-03-04,A,10,1,Axx,&alpha;,0,0,0,0,
11992,2014-03-05,P,,0,,,0,0,0,0,
11992,2014-03-06,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11993,2014-02-27,A,10,4,Bxo,&beta;,0,0,0,0,
11993,2014-02-28,A,30,7,Cro,&beta;,1,0,0,1,
11993,2014-03-01,A,30,17,Dri,&beta;,2,0,0,2,
11993,2014-03-02,A,110,13,Dai,&beta;,0,0,0,0,
11993,2014-03-03,A,80,15,Dai,&beta;,0,0,0,0,
11993,2014-03-04,A,30,8,Cao,&beta;,0,0,0,0,
11993,2014-03-05,A,50,3,Cso,&beta;,0,0,0,0,
11993,2014-03-06,A,50,10,Bxo,&beta;,1,0,0,1,
11993,2014-03-07,A,10,8,Bxo,&beta;,0,0,0,0,
11993,2014-03-08,A,10,1,Axx,&alpha;,0,0,0,0,
11993,2014-03-09,P,,0,,,0,0,0,0,
11993,2014-03-10,P,,0,,,2,1,0,3,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11994,2014-03-01,A,20,9,Dri,&beta;,0,0,0,0,
11994,2014-03-02,A,30,3,Hax,&alpha;,1,0,0,1,
11994,2014-03-03,A,30,2,Hax,&alpha;,0,0,0,0,
11994,2014-03-04,A,40,2,Hsx,&alpha;,0,0,0,0,
11994,2014-03-05,A,90,2,Hsx,&alpha;,0,0,0,0,
11994,2014-03-06,A,30,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11995,2014-02-23,,,,,,1,0,0,1,
11995,2014-02-24,,,,,,1,0,0,1,
11995,2014-02-25,,,,,,0,0,0,0,
11995,2014-02-26,,,,,,0,0,0,0,
11995,2014-02-27,,,,,,0,0,0,0,
11995,2014-02-28,,,,,,0,0,0,0,
11995,2014-03-01,A,20,9,Cao,&beta;,0,0,0,0,
11995,2014-03-02,A,60,8,Cao,&beta;,0,0,0,0,
11995,2014-03-03,A,40,12,Dai,&beta;,0,0,0,0,
11995,2014-03-04,A,50,13,Cao,&beta;,0,0,0,0,
11995,2014-03-05,A,10,9,Bxo,&beta;,0,0,0,0,
11995,2014-03-06,A,20,5,Bxo,&beta;,0,0,0,0,
11995,2014-03-07,A,10,4,Bxo,&beta;,1,0,0,1,
11995,2014-03-08,A,40,2,Dao,&beta;,0,0,0,0,
11995,2014-03-09,A,30,2,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11996,2014-03-03,A,40,6,Cao,&beta;,1,0,0,1,
11996,2014-03-04,A,60,7,Cai,&beta;,0,0,0,0,
11996,2014-03-05,A,60,14,Csi,&beta;,1,0,0,1,
11996,2014-03-06,A,120,20,Cso,&beta;,0,0,0,0,
11996,2014-03-07,A,50,13,Dso,&beta;,0,0,0,0,
11996,2014-03-08,A,110,21,Dai,&beta;,0,0,0,0,
11996,2014-03-09,A,80,16,Dai,&beta;,2,0,0,2,
11996,2014-03-10,A,80,19,Eai,&beta;&gamma;,4,1,0,5,
11996,2014-03-11,A,150,19,Eai,&beta;&gamma;,2,1,0,3,
11996,2014-03-12,A,190,17,Eac,&beta;&gamma;,3,2,0,5,
11996,2014-03-13,A,220,16,Eac,&beta;&gamma;,0,1,0,1,
11996,2014-03-14,A,60,3,Dao,&beta;&gamma;,3,0,0,3,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11997,2014-03-05,A,10,2,Bxo,&beta;,0,0,0,0,
11997,2014-03-06,A,80,5,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11998,2014-03-04,,,,,,1,0,0,1,
11998,2014-03-05,,,,,,1,0,0,1,
11998,2014-03-06,A,60,2,Cho,&beta;,0,0,0,0,
11998,2014-03-07,A,100,3,Cao,&beta;,0,0,0,0,
11998,2014-03-08,A,100,6,Cao,&beta;,0,0,0,0,
11998,2014-03-09,A,80,5,Cao,&beta;,0,0,0,0,
11998,2014-03-10,A,60,5,Cao,&beta;,0,0,0,0,
11998,2014-03-11,A,60,5,Cao,&beta;,0,0,0,0,
11998,2014-03-12,A,60,4,Cao,&beta;,0,0,0,0,
11998,2014-03-13,A,40,9,Cao,&beta;,0,0,0,0,
11998,2014-03-14,A,20,6,Cao,&beta;,0,0,0,0,
11998,2014-03-15,A,30,5,Cro,&beta;,1,0,0,1,
11998,2014-03-16,A,10,1,Axx,&alpha;,0,0,0,0,
11998,2014-03-17,A,0,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11999,2014-03-06,A,40,6,Dro,&beta;,0,0,0,0,
11999,2014-03-07,A,40,6,Dso,&beta;,0,0,0,0,
11999,2014-03-08,A,60,12,Dso,&beta;,0,0,0,0,
11999,2014-03-09,A,10,2,Bxo,&beta;,0,0,0,0,
11999,2014-03-10,A,0,1,Axx,&alpha;,0,0,0,0,
11999,2014-03-11,P,,0,,,0,0,0,0,
11999,2014-03-12,P,,0,,,0,0,0,0,
11999,2014-03-13,A,10,3,Bxo,&beta;,0,0,0,0,
11999,2014-03-14,A,20,3,Cro,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12000,2014-03-04,,,,,,1,0,0,1,
12000,2014-03-05,,,,,,1,0,0,1,
12000,2014-03-06,,,,,,0,0,0,0,
12000,2014-03-07,A,20,2,Cso,&beta;,0,0,0,1,
12000,2014-03-08,A,70,8,Cso,&beta;,0,0,0,0,
12000,2014-03-09,A,40,7,Cao,&beta;,0,0,0,0,
12000,2014-03-10,A,10,7,Bxo,&beta;,0,0,0,0,
12000,2014-03-11,P,,0,,,0,0,0,0,
12000,2014-03-12,P,,0,,,0,0,0,0,
12000,2014-03-13,P,,0,,,0,0,0,0,
12000,2014-03-14,A,20,5,Cro,&beta;,0,0,0,0,
12000,2014-03-15,P,,0,,,0,0,0,0,
12000,2014-03-16,A,0,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12001,2014-03-07,A,10,3,Bxo,&beta;,0,0,0,0,
12001,2014-03-08,A,60,5,Bxo,&beta;,0,0,0,0,
12001,2014-03-09,A,50,4,Cao,&beta;,0,0,0,0,
12001,2014-03-10,A,40,8,Dso,&beta;,0,0,0,0,
