Found total 1983 regions
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12381,2015-07-09,A,550,28,Eko,&beta;,1,0,0,1,
12381,2015-07-10,A,500,19,Eko,&beta;,0,0,0,0,
12381,2015-07-11,A,400,15,Fko,&beta;,0,0,0,0,
12381,2015-07-12,A,380,11,Fko,&beta;,0,0,0,0,
12381,2015-07-13,A,360,5,Fko,&beta;,0,0,0,0,
12381,2015-07-14,A,360,5,Fko,&beta;,1,0,0,2,
12381,2015-07-15,A,320,5,Fko,&beta;,0,0,0,0,
12381,2015-07-16,A,90,2,Eso,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12382,2015-07-06,A,10,2,Bxo,&beta;,0,0,0,0,
12382,2015-07-07,A,0,1,Axx,&alpha;,0,0,0,0,
12382,2015-07-08,P,,0,,,0,0,0,0,
12382,2015-07-09,P,,0,,,0,0,0,0,
12382,2015-07-10,P,,0,,,0,0,0,0,
12382,2015-07-11,P,,0,,,0,0,0,0,
12382,2015-07-12,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12383,2015-07-08,A,20,3,Dro,&beta;,0,0,0,0,
12383,2015-07-09,A,10,9,Bxo,&beta;,0,0,0,0,
12383,2015-07-10,A,50,10,Dso,&beta;,0,0,0,0,
12383,2015-07-11,A,10,3,Bxo,&beta;,0,0,0,0,
12383,2015-07-12,A,10,2,Bxo,&beta;,0,0,0,0,
12383,2015-07-13,P,,0,,,0,0,0,0,
12383,2015-07-14,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12384,2015-07-08,,,,,,1,0,0,1,
12384,2015-07-09,A,120,2,Hsx,&alpha;,0,0,0,0,
12384,2015-07-10,A,140,1,Hsx,&alpha;,0,0,0,1,
12384,2015-07-11,A,180,4,Cso,&beta;,0,0,0,0,
12384,2015-07-12,A,180,5,Cao,&beta;,0,0,0,0,
12384,2015-07-13,A,170,7,Cao,&beta;,0,0,0,0,
12384,2015-07-14,A,170,8,Cso,&beta;,0,0,0,2,
12384,2015-07-15,A,150,3,Cso,&beta;,0,0,0,0,
12384,2015-07-16,A,120,5,Cso,&beta;,0,0,0,0,
12384,2015-07-17,A,90,4,Hsx,&alpha;,0,0,0,0,
12384,2015-07-18,A,80,1,Hsx,&alpha;,0,0,0,0,
12384,2015-07-19,A,90,1,Hsx,&alpha;,1,0,0,1,
12384,2015-07-20,A,60,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12385,2015-07-10,,,,,,1,0,0,1,
12385,2015-07-11,A,30,13,Dri,&beta;,1,0,0,2,
12385,2015-07-12,A,110,11,Dao,&beta;,0,0,0,2,
12385,2015-07-13,A,100,6,Dao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12386,2015-07-13,A,120,1,Hsx,&alpha;,0,0,0,0,
12386,2015-07-14,A,60,1,Hsx,&alpha;,0,0,0,0,
12386,2015-07-15,A,60,1,Hsx,&alpha;,0,0,0,0,
12386,2015-07-16,A,70,2,Hsx,&alpha;,0,0,0,0,
12386,2015-07-17,A,70,2,Hsx,&alpha;,0,0,0,0,
12386,2015-07-18,A,70,2,Hsx,&alpha;,0,0,0,0,
12386,2015-07-19,A,90,2,Hsx,&alpha;,0,0,0,0,
12386,2015-07-20,A,60,4,Hax,&alpha;,0,0,0,1,
12386,2015-07-21,A,40,1,Hsx,&alpha;,0,0,0,0,
12386,2015-07-22,A,40,1,Hsx,&alpha;,0,0,0,1,
12386,2015-07-23,A,30,1,Hsx,&alpha;,0,0,0,0,
12386,2015-07-24,A,20,1,Hax,&alpha;,0,0,0,0,
12386,2015-07-25,A,20,1,Hax,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12387,2015-07-14,,,,,,1,0,0,1,
12387,2015-07-15,,,,,,0,0,0,0,
12387,2015-07-16,,,,,,0,0,0,1,
12387,2015-07-17,A,30,5,Cai,&beta;,0,0,0,1,
12387,2015-07-18,A,40,7,Dac,&beta;,0,0,0,0,
12387,2015-07-19,A,120,7,Dai,&beta;,0,0,0,0,
12387,2015-07-20,A,100,11,Dai,&beta;,0,0,0,0,
12387,2015-07-21,A,120,18,Dai,&beta;,0,0,0,2,
12387,2015-07-22,A,110,16,Dai,&beta;,0,0,0,0,
12387,2015-07-23,A,60,14,Csi,&beta;,0,0,0,0,
12387,2015-07-24,A,20,6,Cro,&beta;,0,0,0,0,
12387,2015-07-25,A,10,5,Bxo,&beta;,0,0,0,0,
12387,2015-07-26,P,,0,,,0,0,0,0,
12387,2015-07-27,P,,0,,,0,0,0,0,
12387,2015-07-28,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12388,2015-07-13,,,,,,0,0,0,1,
12388,2015-07-14,,,,,,0,0,0,1,
12388,2015-07-15,,,,,,0,0,0,0,
12388,2015-07-16,,,,,,0,0,0,0,
12388,2015-07-17,A,20,4,Cao,&beta;,0,0,0,0,
12388,2015-07-18,P,,0,,,0,0,0,0,
12388,2015-07-19,A,10,2,Bxo,&beta;,0,0,0,0,
12388,2015-07-20,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12389,2015-07-24,,,,,,3,0,0,9,
12389,2015-07-25,A,30,6,Cai,&beta;,0,0,0,0,
12389,2015-07-26,A,80,11,Dai,&beta;&gamma;,1,0,0,4,
12389,2015-07-27,A,60,8,Cai,&beta;&gamma;,0,0,0,0,
12389,2015-07-28,A,30,7,Cro,&beta;,0,0,0,1,
12389,2015-07-29,A,10,8,Bxo,&beta;,0,0,0,0,
12389,2015-07-30,A,10,6,Bxo,&beta;,0,0,0,0,
12389,2015-07-31,A,10,1,Axx,&alpha;,0,0,0,0,
12389,2015-08-01,P,,0,,,0,0,0,0,
12389,2015-08-02,P,,0,,,0,0,0,0,
12389,2015-08-03,P,,0,,,0,0,0,0,
12389,2015-08-04,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12390,2015-07-25,A,10,2,Bxo,&beta;,0,0,0,0,
12390,2015-07-26,A,50,10,Dai,&beta;,0,0,0,0,
12390,2015-07-27,A,130,10,Dac,&beta;&gamma;,0,0,0,3,
12390,2015-07-28,A,170,15,Dai,&beta;&gamma;,0,0,0,0,
12390,2015-07-29,A,150,17,Dai,&beta;&gamma;,0,0,0,0,
12390,2015-07-30,A,110,18,Dai,&beta;,0,0,0,0,
12390,2015-07-31,A,70,10,Dso,&beta;,0,0,0,1,
12390,2015-08-01,A,100,11,Dai,&beta;&gamma;,1,0,0,2,
12390,2015-08-02,A,80,5,Cao,&beta;,0,0,0,4,
12390,2015-08-03,A,50,2,Cso,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12391,2015-07-28,A,40,1,Hsx,&alpha;,0,0,0,0,
12391,2015-07-29,A,50,1,Hsx,&alpha;,0,0,0,0,
12391,2015-07-30,A,60,1,Hsx,&alpha;,0,0,0,0,
12391,2015-07-31,A,60,2,Hax,&alpha;,0,0,0,0,
12391,2015-08-01,A,50,1,Hax,&alpha;,0,0,0,0,
12391,2015-08-02,A,20,3,Hax,&alpha;,0,0,0,0,
12391,2015-08-03,A,10,1,Axx,&alpha;,0,0,0,1,
12391,2015-08-04,A,1,1,Axx,&alpha;,0,0,0,0,
12391,2015-08-05,A,10,1,Axx,&alpha;,0,0,0,0,
12391,2015-08-06,P,,0,,,0,0,0,0,
12391,2015-08-07,P,,0,,,0,0,0,0,
12391,2015-08-08,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12392,2015-07-30,A,20,1,Hrx,&alpha;,0,0,0,0,
12392,2015-07-31,A,0,1,Axx,&alpha;,0,0,0,0,
12392,2015-08-01,A,0,1,Axx,&alpha;,0,0,0,0,
12392,2015-08-02,A,0,1,Axx,&alpha;,0,0,0,0,
12392,2015-08-03,P,,0,,,0,0,0,0,
12392,2015-08-04,P,,0,,,0,0,0,0,
12392,2015-08-05,P,,0,,,0,0,0,0,
12392,2015-08-06,P,,0,,,0,0,0,0,
12392,2015-08-07,P,,0,,,0,0,0,0,
12392,2015-08-08,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12393,2015-07-30,,,,,,0,0,0,1,
12393,2015-07-31,A,10,8,Dao,&beta;,0,0,0,0,
12393,2015-08-01,A,90,6,Dao,&beta;,0,0,0,1,
12393,2015-08-02,A,50,7,Cao,&beta;,0,0,0,0,
12393,2015-08-03,A,30,5,Cro,&beta;,0,0,0,0,
12393,2015-08-04,A,20,2,Hax,&alpha;,0,0,0,0,
12393,2015-08-05,A,20,1,Hsx,&alpha;,0,0,0,0,
12393,2015-08-06,A,20,1,Hsx,&alpha;,0,0,0,0,
12393,2015-08-07,A,20,1,Hax,&alpha;,0,0,0,0,
12393,2015-08-08,A,10,1,Hrx,&alpha;,0,0,0,0,
12393,2015-08-09,A,10,1,Hrx,&alpha;,0,0,0,0,
12393,2015-08-10,A,0,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12394,2015-07-31,A,120,1,Hsx,&alpha;,0,0,0,0,
12394,2015-08-01,A,120,2,Hax,&alpha;,0,0,0,0,
12394,2015-08-02,A,140,4,Hsx,&alpha;,0,0,0,0,
12394,2015-08-03,A,140,3,Hax,&alpha;,0,0,0,0,
12394,2015-08-04,A,120,4,Cao,&beta;,0,0,0,0,
12394,2015-08-05,A,130,8,Dai,&beta;&gamma;,0,0,0,1,
12394,2015-08-06,A,120,12,Cao,&beta;&gamma;,0,0,0,0,
12394,2015-08-07,A,100,6,Cao,&beta;,1,0,0,2,
12394,2015-08-08,A,80,8,Cao,&beta;,0,0,0,0,
12394,2015-08-09,A,80,4,Cso,&beta;,0,0,0,0,
12394,2015-08-10,A,50,2,Cso,&beta;,0,0,0,0,
12394,2015-08-11,A,40,1,Hsx,&alpha;,1,0,0,1,
12394,2015-08-12,A,30,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12395,2015-08-01,,,,,,0,0,0,1,
12395,2015-08-02,,,,,,0,0,0,3,
12395,2015-08-03,,,,,,0,0,0,0,
12395,2015-08-04,A,30,1,Hsx,&alpha;,0,0,0,0,
12395,2015-08-05,A,30,1,Hsx,&alpha;,0,0,0,0,
12395,2015-08-06,A,30,1,Hsx,&alpha;,0,0,0,0,
12395,2015-08-07,A,20,1,Hax,&alpha;,0,0,0,0,
12395,2015-08-08,A,10,1,Hrx,&alpha;,0,0,0,0,
12395,2015-08-09,A,0,1,Axx,&alpha;,0,0,0,0,
12395,2015-08-10,P,,0,,,0,0,0,0,
12395,2015-08-11,P,,0,,,0,0,0,0,
12395,2015-08-12,P,,0,,,0,0,0,0,
12395,2015-08-13,P,,0,,,0,0,0,0,
12395,2015-08-14,P,,0,,,0,0,0,0,
12395,2015-08-15,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12396,2015-08-01,,,,,,0,0,0,1,
12396,2015-08-02,,,,,,0,0,0,0,
12396,2015-08-03,,,,,,0,0,0,0,
12396,2015-08-04,A,10,4,Hax,&alpha;,0,0,0,1,
12396,2015-08-05,A,80,7,Dai,&beta;,0,0,0,5,
12396,2015-08-06,A,260,20,Dkc,&beta;&gamma;,3,0,0,3,
12396,2015-08-07,A,550,20,Ekc,&beta;&gamma;,10,0,0,12,
12396,2015-08-08,A,710,23,Ekc,&beta;&gamma;,4,0,0,4,
12396,2015-08-09,A,800,23,Ekc,&beta;,1,0,0,1,
12396,2015-08-10,A,840,43,Ekc,&beta;,0,0,0,2,
12396,2015-08-11,A,740,35,Ekc,&beta;,0,0,0,5,
12396,2015-08-12,A,710,28,Ekc,&beta;,0,0,0,0,
12396,2015-08-13,A,560,23,Ekc,&beta;,0,0,0,1,
12396,2015-08-14,A,230,9,Eac,&beta;,0,0,0,0,
12396,2015-08-15,A,40,3,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12397,2015-08-06,A,20,3,Cro,&beta;,0,0,0,0,
12397,2015-08-07,A,10,1,Hax,&alpha;,0,0,0,0,
12397,2015-08-08,A,10,1,Hax,&alpha;,0,0,0,0,
12397,2015-08-09,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12398,2015-08-08,A,30,1,Hax,&alpha;,0,0,0,0,
12398,2015-08-09,A,20,2,Hax,&alpha;,0,0,0,0,
12398,2015-08-10,A,10,1,Hrx,&alpha;,0,0,0,0,
12398,2015-08-11,A,10,1,Hrx,&alpha;,0,0,0,0,
12398,2015-08-12,A,10,1,Axx,&alpha;,0,0,0,1,
12398,2015-08-13,A,10,1,Axx,&alpha;,0,0,0,0,
12398,2015-08-14,P,,0,,,0,0,0,0,
12398,2015-08-15,P,,0,,,0,0,0,0,
12398,2015-08-16,P,,0,,,0,0,0,0,
12398,2015-08-17,P,,0,,,0,0,0,0,
12398,2015-08-18,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12399,2015-08-12,A,10,3,Bxo,&beta;,0,0,0,0,
12399,2015-08-13,A,10,2,Bxo,&beta;,0,0,0,0,
12399,2015-08-14,P,,0,,,0,0,0,0,
12399,2015-08-15,P,,0,,,0,0,0,0,
12399,2015-08-16,P,,0,,,0,0,0,0,
12399,2015-08-17,P,,0,,,0,0,0,0,
12399,2015-08-18,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12400,2015-08-11,,,,,,0,0,0,1,
12400,2015-08-12,A,10,4,Bxo,&beta;,0,0,0,0,
12400,2015-08-13,A,10,2,Bxo,&beta;,0,0,0,2,
12400,2015-08-14,A,50,7,Dao,&beta;,0,0,0,0,
12400,2015-08-15,A,50,5,Cao,&beta;,0,0,0,0,
12400,2015-08-16,A,30,5,Cao,&beta;,0,0,0,0,
12400,2015-08-17,A,10,2,Axx,&alpha;,0,0,0,0,
12400,2015-08-18,P,,0,,,0,0,0,0,
12400,2015-08-19,P,,0,,,0,0,0,0,
12400,2015-08-20,P,,0,,,0,0,0,0,
12400,2015-08-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12401,2015-08-13,,,,,,0,0,0,3,
12401,2015-08-14,A,10,5,Bxo,&beta;,4,0,0,6,
12401,2015-08-15,A,70,8,Cai,&beta;,2,0,0,6,
12401,2015-08-16,A,30,8,Cri,&beta;,0,0,0,1,
12401,2015-08-17,A,70,10,Dai,&beta;,0,0,0,3,
12401,2015-08-18,A,30,10,Cro,&beta;,0,0,0,0,
12401,2015-08-19,A,40,10,Cso,&beta;,0,0,0,1,
12401,2015-08-20,A,60,8,Dai,&beta;,0,0,0,1,
12401,2015-08-21,A,60,6,Dao,&beta;,0,0,0,0,
12401,2015-08-22,A,10,2,Hrx,&alpha;,0,0,0,0,
12401,2015-08-23,P,,0,,,0,0,0,0,
12401,2015-08-24,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12402,2015-08-19,A,10,1,Axx,&alpha;,0,0,0,0,
12402,2015-08-20,P,,0,,,0,0,0,0,
12402,2015-08-21,P,,0,,,0,0,0,0,
12402,2015-08-22,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12403,2015-08-17,,,,,,0,0,0,1,
12403,2015-08-18,,,,,,0,0,0,1,
12403,2015-08-19,A,60,3,Cso,&beta;,0,0,0,11,
12403,2015-08-20,A,90,8,Dac,&beta;,5,0,0,9,
12403,2015-08-21,A,330,29,Dkc,&beta;&gamma;,3,3,0,8,
12403,2015-08-22,A,350,43,Dkc,&beta;&gamma;,13,3,0,16,
12403,2015-08-23,A,400,49,Ekc,&beta;&gamma;&delta;,5,0,0,6,
12403,2015-08-24,A,760,66,Ekc,&beta;&gamma;&delta;,16,2,0,18,
12403,2015-08-25,A,930,47,Fkc,&beta;&gamma;&delta;,12,0,0,21,
12403,2015-08-26,A,1190,40,Fki,&beta;&gamma;&delta;,2,0,0,2,
12403,2015-08-27,A,1100,35,Fkc,&beta;&gamma;&delta;,3,1,0,5,
12403,2015-08-28,A,890,25,Fkc,&beta;&gamma;&delta;,16,2,0,19,
12403,2015-08-29,A,840,27,Fkc,&beta;&gamma;&delta;,3,0,0,4,
12403,2015-08-30,A,520,16,Fkc,&beta;&gamma;&delta;,1,1,0,2,
12403,2015-08-31,A,80,2,Dao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12404,2015-08-21,A,20,3,Cao,&beta;,0,0,0,0,
12404,2015-08-22,A,20,3,Cro,&beta;,0,0,0,0,
12404,2015-08-23,A,20,3,Cro,&beta;,0,0,0,0,
12404,2015-08-24,A,30,7,Cro,&beta;,0,0,0,0,
12404,2015-08-25,A,20,4,Cro,&beta;,0,0,0,0,
12404,2015-08-26,A,0,1,Axx,&alpha;,0,0,0,0,
12404,2015-08-27,P,,0,,,0,0,0,0,
12404,2015-08-28,P,,0,,,0,0,0,0,
12404,2015-08-29,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12405,2015-08-28,A,10,1,Axx,&alpha;,0,0,0,0,
12405,2015-08-29,A,10,3,Bxo,&beta;,1,0,0,1,
12405,2015-08-30,A,20,3,Cro,&beta;,1,0,0,1,
12405,2015-08-31,A,10,3,Bxo,&beta;,0,0,0,1,
12405,2015-09-01,A,0,1,Axx,&alpha;,0,0,0,0,
12405,2015-09-02,P,,0,,,0,0,0,0,
12405,2015-09-03,P,,0,,,0,0,0,0,
12405,2015-09-04,P,,0,,,0,0,0,1,
12405,2015-09-05,P,,0,,,0,0,0,0,
12405,2015-09-06,P,,0,,,0,0,0,0,
12405,2015-09-07,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12406,2015-08-30,A,10,1,Axx,&alpha;,0,0,0,0,
12406,2015-08-31,A,10,2,Axx,&alpha;,0,0,0,0,
12406,2015-09-01,A,20,3,Cro,&beta;,0,0,0,0,
12406,2015-09-02,A,10,9,Bxo,&beta;,0,0,0,0,
12406,2015-09-03,A,10,2,Axx,&alpha;,0,0,0,0,
12406,2015-09-04,P,,0,,,0,0,0,0,
12406,2015-09-05,P,,0,,,0,0,0,0,
12406,2015-09-06,P,,0,,,0,0,0,0,
12406,2015-09-07,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12407,2015-08-31,A,30,3,Cro,&beta;,0,0,0,0,
12407,2015-09-01,A,20,5,Cro,&beta;,0,0,0,0,
12407,2015-09-02,A,50,5,Cso,&beta;,0,0,0,1,
12407,2015-09-03,A,30,3,Cso,&beta;,1,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12408,2015-08-31,,,,,,1,0,0,1,
12408,2015-09-01,A,0,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12409,2015-09-02,A,30,5,Dro,&beta;,0,0,0,0,
12409,2015-09-03,A,30,6,Dro,&beta;,0,0,0,0,
12409,2015-09-04,A,30,5,Cro,&beta;,0,0,0,1,
12409,2015-09-05,A,30,2,Cro,&beta;,0,0,0,1,
12409,2015-09-06,A,10,3,Bxo,&beta;,0,0,0,0,
12409,2015-09-07,A,20,3,Cro,&beta;,0,0,0,0,
12409,2015-09-08,A,0,1,Axx,&alpha;,0,0,0,0,
12409,2015-09-09,A,10,2,Bxo,&beta;,0,0,0,0,
12409,2015-09-10,A,0,1,Axx,&alpha;,0,0,0,0,
12409,2015-09-11,P,,0,,,0,0,0,0,
12409,2015-09-12,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12410,2015-09-03,,,,,,0,0,0,5,
12410,2015-09-04,A,10,2,Bxo,&beta;,0,0,0,0,
12410,2015-09-05,A,20,3,Cro,&beta;,0,0,0,1,
12410,2015-09-06,P,,0,,,0,0,0,0,
12410,2015-09-07,P,,0,,,0,0,0,0,
12410,2015-09-08,P,,0,,,0,0,0,0,
12410,2015-09-09,P,,0,,,0,0,0,0,
12410,2015-09-10,P,,0,,,0,0,0,0,
12410,2015-09-11,P,,0,,,0,0,0,0,
12410,2015-09-12,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12411,2015-09-05,A,10,1,Hsx,&alpha;,0,0,0,0,
12411,2015-09-06,A,40,1,Hsx,&alpha;,0,0,0,0,
12411,2015-09-07,A,30,2,Cso,&beta;,0,0,0,0,
12411,2015-09-08,A,30,1,Hsx,&alpha;,0,0,0,0,
12411,2015-09-09,A,20,1,Hsx,&alpha;,0,0,0,0,
12411,2015-09-10,A,30,1,Hsx,&alpha;,0,0,0,0,
12411,2015-09-11,A,20,2,Hsx,&alpha;,0,0,0,0,
12411,2015-09-12,A,20,1,Hax,&alpha;,0,0,0,0,
12411,2015-09-13,A,10,1,Hsx,&alpha;,0,0,0,0,
12411,2015-09-14,A,10,1,Axx,&alpha;,0,0,0,0,
12411,2015-09-15,P,,0,,,0,0,0,0,
12411,2015-09-16,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12412,2015-09-07,A,20,3,Cro,&beta;,0,0,0,0,
12412,2015-09-08,A,40,4,Dao,&beta;,0,0,0,0,
12412,2015-09-09,A,30,7,Cso,&beta;,0,0,0,0,
12412,2015-09-10,A,30,6,Cro,&beta;,0,0,0,0,
12412,2015-09-11,A,30,6,Cro,&beta;,0,0,0,0,
12412,2015-09-12,A,20,9,Cri,&beta;,0,0,0,0,
12412,2015-09-13,A,10,4,Bxo,&beta;,0,0,0,0,
12412,2015-09-14,A,10,3,Axx,&alpha;,0,0,0,1,
12412,2015-09-15,P,,0,,,0,0,0,0,
12412,2015-09-16,P,,0,,,0,0,0,0,
12412,2015-09-17,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12413,2015-09-08,A,10,1,Hrx,&alpha;,0,0,0,0,
12413,2015-09-09,P,,0,,,0,0,0,0,
12413,2015-09-10,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12414,2015-09-10,A,10,1,Axx,&alpha;,0,0,0,0,
12414,2015-09-11,A,10,1,Axx,&alpha;,1,0,0,3,
12414,2015-09-12,A,80,10,Dai,&beta;&gamma;,0,0,0,0,
12414,2015-09-13,A,180,12,Dai,&beta;&gamma;,0,0,0,2,
12414,2015-09-14,A,190,9,Dai,&beta;,0,0,0,0,
12414,2015-09-15,A,170,5,Eso,&beta;,0,0,0,0,
12414,2015-09-16,A,170,4,Eso,&beta;,2,0,0,2,
12414,2015-09-17,A,120,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12415,2015-09-11,,,,,,0,0,0,4,
12415,2015-09-12,A,100,7,Dao,&beta;,0,0,0,0,
12415,2015-09-13,A,130,7,Dai,&beta;,0,0,0,1,
12415,2015-09-14,A,170,11,Dai,&beta;&gamma;,0,0,0,4,
12415,2015-09-15,A,150,16,Cai,&beta;&gamma;,6,0,0,12,
12415,2015-09-16,A,150,16,Cai,&beta;&gamma;,8,0,0,10,
12415,2015-09-17,A,190,20,Dac,&beta;&gamma;,12,1,0,18,
12415,2015-09-18,A,230,30,Eac,&beta;&gamma;,5,0,0,8,
12415,2015-09-19,A,190,19,Eac,&beta;&gamma;,1,0,0,2,
12415,2015-09-20,A,240,19,Eac,&beta;&gamma;,2,1,0,5,
12415,2015-09-21,A,240,12,Eac,&beta;&gamma;,0,0,0,0,
12415,2015-09-22,A,160,4,Eao,&beta;&gamma;,0,0,0,0,
12415,2015-09-23,A,160,3,Dso,&beta;,2,0,0,2,
12415,2015-09-24,A,10,1,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12416,2015-09-12,A,10,2,Bxo,&beta;,0,0,0,0,
12416,2015-09-13,A,10,2,Bxo,&beta;,0,0,0,0,
12416,2015-09-14,P,,0,,,0,0,0,0,
12416,2015-09-15,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12417,2015-09-13,A,10,1,Hrx,&alpha;,0,0,0,0,
12417,2015-09-14,P,,0,,,0,0,0,0,
12417,2015-09-15,P,,0,,,0,0,0,0,
12417,2015-09-16,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12418,2015-09-14,A,120,1,Hsx,&alpha;,0,0,0,0,
12418,2015-09-15,A,200,1,Hsx,&alpha;,0,0,0,0,
12418,2015-09-16,A,200,1,Hsx,&alpha;,0,0,0,0,
12418,2015-09-17,A,250,1,Hhx,&alpha;,0,0,0,0,
12418,2015-09-18,A,210,4,Cso,&beta;,0,0,0,0,
12418,2015-09-19,A,230,5,Cho,&beta;,0,0,0,0,
12418,2015-09-20,A,230,6,Cho,&beta;,0,0,0,0,
12418,2015-09-21,A,210,5,Cao,&beta;,0,0,0,0,
12418,2015-09-22,A,180,4,Cao,&beta;,0,0,0,0,
12418,2015-09-23,A,170,3,Cao,&beta;,0,0,0,0,
12418,2015-09-24,A,140,3,Hax,&alpha;,1,0,0,1,
12418,2015-09-25,A,140,2,Hax,&alpha;,0,0,0,0,
12418,2015-09-26,A,60,2,Hax,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12419,2015-09-16,A,10,5,Bxo,&beta;,0,0,0,0,
12419,2015-09-17,A,120,5,Dao,&beta;,0,0,0,0,
12419,2015-09-18,A,100,8,Cao,&beta;,0,0,0,0,
12419,2015-09-19,A,70,8,Cai,&beta;,1,0,0,1,
12419,2015-09-20,A,50,6,Cai,&beta;,0,0,0,0,
12419,2015-09-21,A,30,5,Cao,&beta;,0,0,0,0,
